Fwd Header Length.1,Fwd Packet Length Max,Bwd Header Length,Fwd Header Length,Total Fwd Packets,Fwd IAT Max,Bwd Packets/s,Init_Win_bytes_backward,Total Length of Bwd Packets,Init_Win_bytes_forward,Max Packet Length,Bwd Packet Length Max,Packet Length Mean,Average Packet Size,Packet Length Std,Subflow Bwd Bytes,Packet Length Variance,Bwd Packet Length Mean,Avg Bwd Segment Size,Bwd Packet Length Std,Predicted
24,2,20,24,1,0,9900.990099,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,11235.95506,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,90909.09091,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,142857.1429,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,13698.63014,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,7194.244604,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,200000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,9345.794393,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,9615.384615,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,8064.516129,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,40000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,50000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,333333.3333,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,38461.53846,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,12987.01299,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,10989.01099,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,9174.311927,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,9803.921569,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,10752.68817,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,166666.6667,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,15625.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,100000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,5847.953216,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,30303.0303,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,8928.571429,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,250000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,10000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,12500.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,10526.31579,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,32258.06452,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,8333.333333,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
44,6,24,44,2,593,1686.340641,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
24,2,20,24,1,0,6993.006993,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,125000.0,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,9708.737864,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
24,2,20,24,1,0,111111.1111,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
44,6,24,44,2,593,1686.340641,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
44,6,24,44,2,386,2590.673575,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
44,6,24,44,2,490,2040.816327,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
24,2,20,24,1,0,7812.5,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
44,6,24,44,2,517,1934.235977,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
44,6,24,44,2,573,1745.200698,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
44,6,24,44,2,570,1754.385965,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
44,6,24,44,2,689,1451.37881,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
44,6,24,44,2,697,1434.72023,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
24,2,20,24,1,0,8620.689655,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
44,6,24,44,2,656,1524.390244,29200,2,1024,6,2,3.0,4.0,2.0,2,4.0,2.0,2.0,0.0,PortScan
24,2,20,24,1,0,5882.352941,0,6,1024,6,6,3.333333333,5.0,2.309401077,6,5.333333333,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,21276.59574,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,16949.15254,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,20408.16327,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,16129.03226,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,21739.13043,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,22222.22222,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
80,0,40,80,2,18400000,0.108559652,0,12,29200,6,6,2.4,3.0,3.286335345,12,10.8,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,23255.81395,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,45454.54545,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,58823.52941,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,14925.37313,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,76923.07692,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,18518.51852,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,16393.44262,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
40,0,20,40,1,0,25641.02564,0,6,29200,6,6,2.0,3.0,3.464101615,6,12.0,6.0,6.0,0.0,PortScan
296,322,296,296,9,10200000,0.149495105,110,256,29200,322,256,30.42105263,32.11111111,91.78375297,256,8424.25731,28.44444444,28.44444444,85.33333333,Bot
32,0,32,32,1,0,17.27384222,110,0,237,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,BENIGN
92,194,72,92,4,132841,22.25321188,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,11904.7619,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,125932,23.47766882,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,30303.0303,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
112,194,92,112,5,164487,24.12399735,237,140,8192,194,128,35.2,39.11111111,68.15798641,140,4645.511111,35.0,35.0,62.0644826,Bot
92,1858,72,92,4,64158,46.13042609,258,134,8192,1858,128,250.5,286.2857143,651.0051569,134,423807.7143,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,23809.52381,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
20,6,20,20,1,0,34482.75862,256,6,258,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,79334,37.45084576,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,45454.54545,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,81365,36.5630713,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,43478.26087,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,89384,33.20200097,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,26315.78947,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,76654,38.70268597,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,12048.19277,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,74737,39.66784789,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,10526.31579,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,82101,36.25552897,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,10638.29787,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,80378,37.04435444,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,11111.11111,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,78566,37.81909864,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,27777.77778,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,72590,40.89199062,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,20000.0,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,92065,32.22272346,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
92,194,72,92,4,73544,40.39968758,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,34482.75862,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,79620,37.28653459,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,250000.0,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,69842,42.53991662,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,142857.1429,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,124017,24.04115846,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,97594,30.51695726,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,333333.3333,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,63721,45.26525439,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,25641.02564,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,58674,50.63462058,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,500000.0,237,6,256,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,60901,48.75749647,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,1000000.0,237,6,256,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,62960,46.99027301,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,35714.28571,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,145767,20.49572323,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,14925.37313,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,65599,45.19365481,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,194,72,92,4,90569,32.87887423,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,14285.71429,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,62609,47.36268767,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,125000.0,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,62454,47.54659566,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,20833.33333,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,101746,29.21726935,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,52631.57895,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,53206,55.65862709,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,16666.66667,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,54020,54.64879044,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,15625.0,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,68569,43.41345528,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,64367,46.18724308,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,29411.76471,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,59756,49.61219799,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,32258.06452,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,71909,41.28762335,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,31250.0,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,120505,24.75124994,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,10869.56522,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,76128,39.06758693,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,15384.61538,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,72635,40.93383727,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,76949,38.62196818,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,15151.51515,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,71396,41.53111373,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,16393.44262,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,64612,45.83021433,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,85649,34.71017008,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,14705.88235,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,65322,45.42013626,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,194,72,92,4,78124,38.03679426,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,16949.15254,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,73668,40.36652807,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,67590,43.8519558,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,194,72,92,4,78707,37.75912197,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,38461.53846,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,75783,39.24954863,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,69825,42.53509145,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,27027.02703,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,72819,40.84021945,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,19607.84314,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,78862,37.77814157,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,28571.42857,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,70021,42.40222753,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,194,72,92,4,119695,24.86180977,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,71672,41.49549774,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,18867.92453,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,72039,41.20935727,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,500000.0,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,74820,39.58149169,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,67419,44.06451044,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,66069,45.05519261,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,25000.0,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,73042,40.58935747,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,8000.0,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,195,72,92,4,75906,39.04826365,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,62084,47.80343229,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
20,6,20,20,1,0,23255.81395,256,6,237,6,6,6.0,9.0,0.0,6,0.0,6.0,6.0,0.0,Bot
92,194,72,92,4,62078,37.87687491,237,134,8192,194,128,42.5,48.57142857,75.2880184,134,5668.285714,44.66666667,44.66666667,72.23111056,Bot
112,195,92,112,5,195786,20.28963453,237,140,8192,195,128,35.3,39.22222222,68.41710312,140,4680.9,35.0,35.0,62.0644826,Bot
92,1041,72,92,4,66060,44.99167654,245,134,8192,1041,128,148.375,169.5714286,363.328241,134,132007.4107,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,67209,44.22495762,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,70936,41.78738578,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,71072,41.80252487,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
92,195,72,92,4,75013,39.62593121,237,134,8192,195,128,42.625,48.71428571,75.57576615,134,5711.696429,44.66666667,44.66666667,72.23111056,Bot
112,93,132,112,5,201415,0.140633559,229,291,8192,267,267,36.0,39.27272727,77.39978858,291,5990.727273,48.5,48.5,107.0696035,Infiltration
40,6,0,40,2,2030,0.0,-1,0,255,6,0,6.0,9.0,0.0,0,0.0,0.0,0.0,0.0,BENIGN
110472,1274,110512,110472,5523,9432951,46.04480002,3294,33406,8192,1274,267,262.4233867,262.4471398,294.3120341,33406,86619.57344,6.046334842,6.046334842,3.512317683,Infiltration
460,0,300,460,15,513925,2.996876056,0,90,8192,6,6,2.903225806,3.0,3.048003048,90,9.290322581,6.0,6.0,0.0,Infiltration
87520,1273,87480,87520,4376,1196394,36.45816207,3294,26244,3294,1273,6,268.2811107,268.3117714,321.4144458,26244,103307.246,6.0,6.0,0.0,Infiltration
67972,1153,67972,67972,3398,9786561,28.32260733,3977,20643,8192,1153,267,245.1753715,245.2114479,320.6415749,20643,102811.0196,6.075044144,6.075044144,4.47864339,Infiltration
76260,1271,76220,76260,3813,861387,31.75996262,3294,22866,3294,1271,6,232.8423607,232.8729014,286.1621682,22866,81888.78653,6.0,6.0,0.0,Infiltration
972,1460,1052,972,48,29500000,0.664675079,538,586,8192,1460,267,125.029703,126.28,314.9169241,586,99172.66911,11.26923077,11.26923077,36.2470366,Infiltration
74660,1271,74640,74660,3733,483765,31.47419752,3977,22392,3977,1271,6,247.7542191,247.7874079,307.8845905,22392,94792.9211,6.0,6.0,0.0,Infiltration
45040,1272,45000,45040,2252,30300000,18.75112179,3294,13500,3294,1272,6,209.3746391,209.4211462,296.4006569,13500,87853.3494,6.0,6.0,0.0,Infiltration
23140,1271,23140,23140,1157,24800000,9.691575372,3977,6942,255,1271,6,141.1088553,141.1698358,231.0500967,6942,53384.14718,6.0,6.0,0.0,Infiltration
36380,1271,36340,36380,1819,33300000,15.14227488,3294,10902,3294,1271,6,137.5012373,137.5390539,229.2879261,10902,52572.95304,6.0,6.0,0.0,Infiltration
20620,1271,20620,20620,1031,13900000,14.86326724,3977,6186,255,1271,6,152.3121667,152.386033,240.5221819,6186,57850.91996,6.0,6.0,0.0,Infiltration
10080,1027,10080,10080,504,41500000,4.330145072,3294,3024,3294,1027,6,172.925669,173.0972222,234.5111418,3024,54995.47562,6.0,6.0,0.0,Infiltration
35500,1274,35500,35500,1775,28900000,20.46661389,3977,10650,255,1274,6,224.16784,224.2309859,281.447616,10650,79212.76055,6.0,6.0,0.0,Infiltration
40,6,0,40,2,20,0.0,-1,0,538,6,0,6.0,9.0,0.0,0,0.0,0.0,0.0,0.0,BENIGN
